date;station/location;station_name;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
1981-10-01;BAS;Basel / Binningen;67;0;81;977.6;114.0;3805;9.9;1.0;23.2;82.5
1981-09-01;BAS;Basel / Binningen;119;0;75;980.4;104.2;6559;15.1;4.0;25.1;82.5
1981-08-01;BAS;Basel / Binningen;204;0;54;982.4;15.2;12631;18.0;7.0;30.9;72.8
1981-07-01;BAS;Basel / Binningen;192;0;74;981.5;131.4;9506;17.3;7.4;29.4;76.0
1981-06-01;BAS;Basel / Binningen;212;0;71;981.5;58.7;9453;16.1;6.0;29.5;72.1
1981-05-01;BAS;Basel / Binningen;176;0;78;976.0;142.0;8454;13.1;3.0;26.8;73.6
1981-04-01;BAS;Basel / Binningen;166;0;65;979.5;19.6;9472;10.3;-1.3;23.2;69.8
1981-03-01;BAS;Basel / Binningen;96;0;84;975.4;90.5;4831;8.8;-0.6;22.7;75.7
1981-02-01;BAS;Basel / Binningen;75;0;61;982.8;29.6;5896;0.4;-6.9;9.7;77.8
1981-01-01;BAS;Basel / Binningen;47;3;66;985.7;66.8;4769;-0.4;-9.5;9.6;82.3
1980-12-01;BAS;Basel / Binningen;;1;68;984.2;30.8;4326;0.5;-11.0;13.7;80.1
1980-11-01;BAS;Basel / Binningen;;0;79;980.2;38.0;3738;3.1;-7.6;14.9;82.4
1980-10-01;BAS;Basel / Binningen;;0;73;977.3;88.7;6030;8.9;0.2;20.1;84.4
1980-09-01;BAS;Basel / Binningen;;0;51;984.0;26.0;12498;15.8;6.3;26.4;76.0
1980-08-01;BAS;Basel / Binningen;;0;59;980.9;83.9;12390;18.5;5.6;32.3;73.6
1980-07-01;BAS;Basel / Binningen;;0;70;978.4;89.2;7440;16.0;6.7;30.0;75.7
1980-06-01;BAS;Basel / Binningen;;0;79;978.1;93.9;6612;15.0;6.8;28.8;76.6
1980-05-01;BAS;Basel / Binningen;;0;70;975.6;58.0;9852;11.5;1.9;23.1;73.0
1980-04-01;BAS;Basel / Binningen;;0;74;980.5;33.0;7704;7.6;0.4;20.3;71.5
1980-03-01;BAS;Basel / Binningen;;0;81;974.0;62.0;5304;5.8;-3.7;16.5;75.9
1980-02-01;BAS;Basel / Binningen;;0;69;983.9;42.8;5496;4.5;-1.8;13.0;78.0
1980-01-01;BAS;Basel / Binningen;;1;75;979.3;60.3;3132;0.1;-8.1;13.4;82.0
1979-12-01;BAS;Basel / Binningen;;0;79;978.5;56.9;3198;4.8;-2.1;15.2;78.7
1979-11-01;BAS;Basel / Binningen;;0;76;980.8;72.2;3096;5.1;-2.8;15.8;81.5
1979-10-01;BAS;Basel / Binningen;;0;74;977.0;65.1;6180;11.0;1.5;23.1;82.7
1979-09-01;BAS;Basel / Binningen;;0;60;983.4;41.9;10026;14.6;3.6;26.7;76.3
1979-08-01;BAS;Basel / Binningen;;0;70;979.1;147.2;10410;16.2;5.3;29.3;74.3
1979-07-01;BAS;Basel / Binningen;;0;60;982.9;56.0;12906;18.0;7.6;30.1;66.8
1979-06-01;BAS;Basel / Binningen;;0;71;981.4;93.4;10026;16.8;6.8;27.1;75.4
1979-05-01;BAS;Basel / Binningen;;0;64;980.5;60.1;11430;12.7;-0.7;28.8;70.7
1979-04-01;BAS;Basel / Binningen;;0;78;976.0;54.0;7716;7.8;-0.5;20.2;70.4
1979-03-01;BAS;Basel / Binningen;;0;86;973.6;51.1;3366;6.4;-1.4;17.1;73.8
1979-02-01;BAS;Basel / Binningen;;0;85;973.4;66.7;2796;2.4;-4.7;12.6;81.0
1979-01-01;BAS;Basel / Binningen;;1;76;977.0;82.3;3420;-2.2;-12.6;7.2;81.7
1978-12-01;BAS;Basel / Binningen;;1;78;971.7;74.9;2748;3.0;-8.3;15.1;76.2
1978-11-01;BAS;Basel / Binningen;;0;54;989.9;11.0;7446;3.7;-5.2;12.2;85.7
1978-10-01;BAS;Basel / Binningen;;0;63;985.6;41.3;7710;9.1;1.1;21.6;88.7
1978-09-01;BAS;Basel / Binningen;;0;61;982.8;30.8;11694;13.8;3.1;25.5;78.4
1978-08-01;BAS;Basel / Binningen;;0;65;981.6;114.5;11622;16.1;5.6;28.2;78.0
1978-07-01;BAS;Basel / Binningen;;0;65;980.2;79.7;10608;17.3;7.9;31.4;70.6
1978-06-01;BAS;Basel / Binningen;;0;70;978.3;50.9;10812;15.5;5.3;27.7;70.0
1978-05-01;BAS;Basel / Binningen;;0;78;976.9;108.6;7140;12.0;3.7;25.1;76.7
1978-04-01;BAS;Basel / Binningen;;0;71;972.7;48.8;8442;8.2;-1.3;19.6;72.7
1978-03-01;BAS;Basel / Binningen;;0;81;977.4;66.4;6102;6.6;-0.8;20.0;72.8
1978-02-01;BAS;Basel / Binningen;;2;85;971.2;78.1;3066;1.2;-5.4;14.6;82.1
1978-01-01;BAS;Basel / Binningen;;0;79;976.5;33.7;2736;1.8;-5.8;10.6;83.7
1977-12-01;BAS;Basel / Binningen;;0;68;982.9;48.7;4506;2.5;-7.0;15.9;87.5
1977-11-01;BAS;Basel / Binningen;;0;78;977.1;63.0;3600;6.2;-3.5;19.8;82.9
1977-10-01;BAS;Basel / Binningen;;0;66;981.9;39.9;8082;11.4;2.3;24.5;88.5
1977-09-01;BAS;Basel / Binningen;;0;68;985.0;38.4;9408;13.3;2.6;27.0;82.0
1977-08-01;BAS;Basel / Binningen;;0;69;977.2;87.7;11346;16.9;7.7;28.1;79.3
1977-07-01;BAS;Basel / Binningen;;0;68;977.9;135.1;13560;18.1;7.0;29.5;72.6
1977-06-01;BAS;Basel / Binningen;;0;76;977.6;75.6;9834;16.0;3.6;31.0;76.6
1977-05-01;BAS;Basel / Binningen;;0;73;977.0;47.9;10734;12.7;2.4;25.8;70.9
1977-04-01;BAS;Basel / Binningen;;0;85;978.7;117.3;6270;7.5;-2.1;23.6;75.9
1977-03-01;BAS;Basel / Binningen;;0;81;981.8;41.0;7212;8.5;-3.2;21.9;71.5
1977-02-01;BAS;Basel / Binningen;;0;80;973.9;104.2;3948;6.1;-4.0;18.0;79.2
1977-01-01;BAS;Basel / Binningen;;5;86;976.2;94.8;2010;1.5;-6.1;12.3;87.3
1976-12-01;BAS;Basel / Binningen;;0;78;973.6;75.4;3474;0.4;-9.8;12.1;83.2
1976-11-01;BAS;Basel / Binningen;;0;79;980.4;46.2;3828;5.7;-0.7;14.2;82.2
1976-10-01;BAS;Basel / Binningen;;0;73;972.3;37.8;6462;11.2;2.2;25.1;85.4
1976-09-01;BAS;Basel / Binningen;;0;73;978.7;72.0;7698;13.8;5.4;25.6;80.7
1976-08-01;BAS;Basel / Binningen;;0;53;981.3;27.5;15354;17.3;6.8;29.0;70.9
1976-07-01;BAS;Basel / Binningen;;0;59;979.3;71.6;15420;20.8;10.0;34.6;65.3
1976-06-01;BAS;Basel / Binningen;;0;40;982.2;11.3;20184;19.6;4.8;33.6;57.2
1976-05-01;BAS;Basel / Binningen;;0;58;979.2;51.6;15360;14.6;-1.1;29.4;66.2
1976-04-01;BAS;Basel / Binningen;;0;56;977.3;52.6;13038;8.8;-2.4;23.5;66.9
1976-03-01;BAS;Basel / Binningen;;0;51;981.0;17.4;10506;4.4;-7.2;20.0;69.0
1976-02-01;BAS;Basel / Binningen;;1;70;982.1;30.5;6864;2.7;-9.3;17.4;83.7
1976-01-01;BAS;Basel / Binningen;;1;80;983.2;25.5;3054;2.5;-11.6;10.2;81.8
1975-12-01;BAS;Basel / Binningen;;2;69;986.2;16.1;4560;0.2;-11.5;13.4;86.1
1975-11-01;BAS;Basel / Binningen;;0;80;979.7;110.7;3384;5.2;-5.1;17.0;87.8
1975-10-01;BAS;Basel / Binningen;;0;64;984.0;42.9;8034;8.5;0.9;20.6;85.0
1975-09-01;BAS;Basel / Binningen;;0;69;980.5;74.6;7722;16.5;8.8;27.0;82.1
1975-08-01;BAS;Basel / Binningen;;0;61;980.7;126.4;12432;19.0;9.7;32.6;76.8
1975-07-01;BAS;Basel / Binningen;;0;53;980.5;65.1;16920;19.0;8.1;32.5;70.9
1975-06-01;BAS;Basel / Binningen;;0;69;980.0;119.4;10608;15.4;4.0;28.2;72.6
1975-05-01;BAS;Basel / Binningen;;0;68;977.6;64.7;10710;12.7;2.9;27.5;73.4
1975-04-01;BAS;Basel / Binningen;;0;68;978.4;55.3;8826;9.1;-1.6;24.4;70.0
1975-03-01;BAS;Basel / Binningen;;0;86;971.7;50.8;3672;4.5;-4.3;17.0;81.1
1975-02-01;BAS;Basel / Binningen;;0;43;985.5;10.4;9186;2.9;-3.7;14.8;77.2
1975-01-01;BAS;Basel / Binningen;;0;74;983.0;65.8;3900;4.7;-1.8;13.8;81.4
1974-12-01;BAS;Basel / Binningen;;0;75;986.8;58.4;3786;5.6;-4.3;16.1;79.5
1974-11-01;BAS;Basel / Binningen;;0;78;978.8;94.9;3312;5.5;-2.8;15.4;82.8
1974-10-01;BAS;Basel / Binningen;;0;89;976.0;106.2;2274;5.7;0.0;14.7;85.4
1974-09-01;BAS;Basel / Binningen;;0;70;978.0;67.3;7824;14.5;3.3;28.5;80.0
1974-08-01;BAS;Basel / Binningen;;0;58;980.3;52.1;13062;18.8;7.7;36.5;73.8
1974-07-01;BAS;Basel / Binningen;;0;54;981.5;46.9;15432;17.9;8.1;30.9;70.2
1974-06-01;BAS;Basel / Binningen;;0;64;978.3;68.4;12408;15.3;6.5;27.6;72.9
1974-05-01;BAS;Basel / Binningen;;0;69;977.1;73.1;11436;12.5;2.0;25.0;69.4
1974-04-01;BAS;Basel / Binningen;;0;53;975.0;20.5;12516;9.2;-2.1;21.0;65.8
1974-03-01;BAS;Basel / Binningen;;0;81;976.9;44.2;4740;7.7;-3.7;21.6;78.1
1974-02-01;BAS;Basel / Binningen;;0;83;973.9;43.0;2994;4.6;-2.3;15.3;78.4
1974-01-01;BAS;Basel / Binningen;;0;74;983.1;26.8;4110;4.6;-2.1;16.3;83.3
1973-12-01;BAS;Basel / Binningen;;0;75;979.3;34.6;3090;1.0;-15.4;13.1;84.9
1973-11-01;BAS;Basel / Binningen;;0;58;984.9;47.5;6720;4.8;-5.7;14.5;82.8
1973-10-01;BAS;Basel / Binningen;;0;65;982.2;64.9;7062;8.7;-1.8;22.6;85.9
1973-09-01;BAS;Basel / Binningen;;0;46;980.5;30.2;12000;15.7;4.7;31.0;79.6
1973-08-01;BAS;Basel / Binningen;;0;54;982.1;82.5;13842;19.5;9.1;32.0;77.2
1973-07-01;BAS;Basel / Binningen;;0;61;977.9;104.1;11766;18.2;8.5;31.5;76.6
1973-06-01;BAS;Basel / Binningen;;0;60;981.3;136.6;12972;17.2;8.6;31.0;75.6
1973-05-01;BAS;Basel / Binningen;;0;63;979.8;81.5;12852;14.4;2.5;27.3;70.0
1973-04-01;BAS;Basel / Binningen;;0;73;977.8;83.1;8112;6.7;-1.7;22.1;69.8
1973-03-01;BAS;Basel / Binningen;;0;64;985.1;31.4;7986;4.6;-5.9;20.1;71.5
1973-02-01;BAS;Basel / Binningen;;0;76;978.6;35.1;4302;1.5;-6.7;10.2;80.2
1973-01-01;BAS;Basel / Binningen;;0;76;985.0;28.8;2916;-0.5;-9.0;6.5;87.3
1972-12-01;BAS;Basel / Binningen;;0;46;986.4;52.6;6414;-0.2;-8.8;10.9;89.5
1972-11-01;BAS;Basel / Binningen;;0;66;981.4;129.0;5628;5.7;-6.5;16.3;83.1
1972-10-01;BAS;Basel / Binningen;;0;49;981.5;24.0;9396;8.2;-1.7;21.0;82.1
1972-09-01;BAS;Basel / Binningen;;0;55;981.0;9.2;9858;11.7;0.7;25.5;80.8
1972-08-01;BAS;Basel / Binningen;;0;66;980.8;34.3;11040;17.1;6.6;31.0;75.8
1972-07-01;BAS;Basel / Binningen;;0;65;980.5;88.1;11472;18.1;6.7;31.5;75.5
1972-06-01;BAS;Basel / Binningen;;0;64;978.4;113.1;11850;15.3;5.3;28.8;74.2
1972-05-01;BAS;Basel / Binningen;;0;73;976.6;47.5;7056;12.4;2.7;24.2;74.7
1972-04-01;BAS;Basel / Binningen;;0;79;974.0;64.3;6114;8.7;-2.2;23.4;72.5
1972-03-01;BAS;Basel / Binningen;;0;53;976.4;25.8;10080;7.2;-0.9;20.3;72.5
1972-02-01;BAS;Basel / Binningen;;0;76;973.8;21.4;3654;3.7;-13.7;12.8;82.3
1972-01-01;BAS;Basel / Binningen;;1;78;976.2;24.5;2700;0.4;-10.5;11.1;86.6
1971-12-01;BAS;Basel / Binningen;;0;66;988.3;41.3;5088;2.5;-4.8;12.1;85.3
1971-11-01;BAS;Basel / Binningen;;0;81;977.5;67.3;3786;3.9;-7.3;14.2;85.6
1971-10-01;BAS;Basel / Binningen;;0;45;988.0;18.9;10662;10.5;-0.1;25.6;80.4
1971-09-01;BAS;Basel / Binningen;;0;40;984.3;30.5;12636;13.7;0.7;26.1;76.2
1971-08-01;BAS;Basel / Binningen;;0;54;978.9;124.2;13170;19.1;10.7;33.5;75.2
1971-07-01;BAS;Basel / Binningen;;0;43;981.0;43.0;18042;20.0;6.5;32.6;66.5
1971-06-01;BAS;Basel / Binningen;;0;75;976.7;133.6;8220;15.2;6.2;26.0;77.3
1971-05-01;BAS;Basel / Binningen;;0;74;974.4;60.6;8460;14.9;5.8;29.4;72.6
1971-04-01;BAS;Basel / Binningen;;0;54;973.7;16.1;13104;11.6;-0.6;26.7;61.6
1971-03-01;BAS;Basel / Binningen;;1;74;975.8;49.8;5964;2.1;-14.8;14.9;75.4
1971-02-01;BAS;Basel / Binningen;;0;74;982.4;30.5;4848;1.7;-7.2;10.5;81.8
1971-01-01;BAS;Basel / Binningen;;4;59;975.7;18.8;5556;-1.2;-17.9;13.6;80.7
1970-12-01;BAS;Basel / Binningen;;1;77;983.6;20.9;2730;0.2;-8.6;11.5;86.4
1970-11-01;BAS;Basel / Binningen;;0;65;978.9;74.9;5694;7.1;-1.2;21.8;77.6
1970-10-01;BAS;Basel / Binningen;;0;70;983.3;34.4;6336;9.4;0.9;23.1;84.4
1970-09-01;BAS;Basel / Binningen;;0;45;982.5;32.8;12744;15.0;3.6;26.8;79.2
1970-08-01;BAS;Basel / Binningen;;0;60;979.0;92.6;11112;18.3;8.5;31.2;78.8
1970-07-01;BAS;Basel / Binningen;;0;59;980.1;76.4;12330;18.1;5.8;30.3;71.3
1970-06-01;BAS;Basel / Binningen;;0;59;980.0;90.5;10950;18.0;4.8;29.8;64.1
1970-05-01;BAS;Basel / Binningen;;0;72;978.6;81.5;9156;12.7;3.5;24.6;67.3
1970-04-01;BAS;Basel / Binningen;;0;80;977.8;94.7;6252;7.4;-1.6;24.6;68.3
1970-03-01;BAS;Basel / Binningen;;3;77;975.2;42.1;5760;3.3;-5.9;15.9;75.4
1970-02-01;BAS;Basel / Binningen;;1;92;973.9;153.0;1572;2.4;-7.5;12.5;78.7
1970-01-01;BAS;Basel / Binningen;;0;76;972.9;63.2;3000;0.6;-9.3;10.1;89.3
1969-12-01;BAS;Basel / Binningen;;1;84;976.4;49.9;2418;-2.6;-11.7;5.8;87.3
1969-11-01;BAS;Basel / Binningen;;1;71;974.9;76.1;5538;6.1;-7.1;19.5;79.4
1969-10-01;BAS;Basel / Binningen;;0;53;985.5;1.5;11142;10.3;0.4;22.9;82.5
1969-09-01;BAS;Basel / Binningen;;0;56;980.3;42.8;9498;15.1;7.1;26.9;85.8
1969-08-01;BAS;Basel / Binningen;;0;58;979.2;153.5;11490;17.1;7.2;30.0;78.5
1969-07-01;BAS;Basel / Binningen;;0;50;983.9;87.6;14448;19.5;8.8;32.5;73.6
1969-06-01;BAS;Basel / Binningen;;0;69;977.8;129.9;10326;14.7;4.9;27.2;74.8
1969-05-01;BAS;Basel / Binningen;;0;65;976.8;77.6;12738;14.2;2.9;31.6;71.3
1969-04-01;BAS;Basel / Binningen;;0;66;978.1;75.4;8304;8.5;-2.3;25.2;70.3
1969-03-01;BAS;Basel / Binningen;;0;73;973.8;61.4;5940;4.7;-3.8;16.9;81.3
1969-02-01;BAS;Basel / Binningen;;2;79;971.9;61.7;3606;0.1;-9.5;11.6;81.8
1969-01-01;BAS;Basel / Binningen;;2;76;977.9;39.5;3126;2.0;-6.5;11.3;88.1
1968-12-01;BAS;Basel / Binningen;;0;85;974.6;29.4;2406;0.5;-7.1;10.6;89.4
1968-11-01;BAS;Basel / Binningen;;0;81;976.6;39.7;2994;4.6;-3.3;20.4;88.3
1968-10-01;BAS;Basel / Binningen;;0;70;983.0;31.0;7194;11.9;3.7;23.6;86.8
1968-09-01;BAS;Basel / Binningen;;0;62;978.6;151.8;8598;14.0;5.0;25.1;85.7
1968-08-01;BAS;Basel / Binningen;;0;75;977.7;139.8;8316;16.6;7.1;26.6;83.8
1968-07-01;BAS;Basel / Binningen;;0;56;981.7;86.8;12852;18.0;6.7;33.4;73.9
1968-06-01;BAS;Basel / Binningen;;0;66;980.1;37.8;11808;16.5;5.6;30.4;73.8
1968-05-01;BAS;Basel / Binningen;;0;76;978.1;101.6;8130;12.0;0.3;24.1;80.6
1968-04-01;BAS;Basel / Binningen;;0;59;978.0;81.7;11028;10.1;-2.1;29.5;76.7
1968-03-01;BAS;Basel / Binningen;;0;62;979.9;25.8;8250;6.2;-4.1;23.5;73.3
1968-02-01;BAS;Basel / Binningen;;0;76;974.7;63.8;4800;2.8;-4.6;13.2;81.0
1968-01-01;BAS;Basel / Binningen;;6;74;980.4;85.7;4236;0.5;-16.3;11.0;83.3
1967-12-01;BAS;Basel / Binningen;;1;84;980.7;53.4;2304;-0.3;-15.2;14.0;85.7
1967-11-01;BAS;Basel / Binningen;;0;73;980.3;82.5;4224;4.8;-4.7;14.2;83.5
1967-10-01;BAS;Basel / Binningen;;0;56;979.9;29.1;9192;12.6;-0.3;26.5;78.6
1967-09-01;BAS;Basel / Binningen;;0;70;978.7;84.6;8688;14.6;5.6;29.3;80.5
1967-08-01;BAS;Basel / Binningen;;0;56;980.1;89.8;11412;17.6;8.0;31.4;76.3
1967-07-01;BAS;Basel / Binningen;;0;46;981.8;55.1;16368;20.2;7.6;32.6;75.9
1967-06-01;BAS;Basel / Binningen;;0;59;982.5;102.4;12624;15.8;5.5;33.1;76.9
1967-05-01;BAS;Basel / Binningen;;0;62;976.9;129.8;11202;13.3;0.1;30.0;71.8
1967-04-01;BAS;Basel / Binningen;;0;57;977.5;15.6;11088;8.2;-2.2;21.6;65.7
1967-03-01;BAS;Basel / Binningen;;0;69;982.8;55.3;6942;6.9;-1.9;17.5;73.2
1967-02-01;BAS;Basel / Binningen;;0;62;981.6;47.3;6084;4.0;-6.9;16.5;77.2
1967-01-01;BAS;Basel / Binningen;;0;79;983.0;30.3;3714;1.6;-13.2;13.5;84.5
1966-12-01;BAS;Basel / Binningen;;0;88;976.8;67.4;1920;3.6;-3.6;14.7;83.2
1966-11-01;BAS;Basel / Binningen;;0;88;977.5;50.1;2334;2.6;-4.2;15.7;87.2
1966-10-01;BAS;Basel / Binningen;;0;73;973.1;67.2;6396;12.5;-1.3;27.9;86.5
1966-09-01;BAS;Basel / Binningen;;0;57;981.3;45.9;9606;15.3;6.0;30.0;83.6
1966-08-01;BAS;Basel / Binningen;;0;67;978.9;153.0;9162;16.4;4.7;33.6;80.9
1966-07-01;BAS;Basel / Binningen;;0;64;978.2;93.9;10518;16.7;8.9;30.2;76.3
1966-06-01;BAS;Basel / Binningen;;0;58;979.7;61.7;13944;17.8;5.0;30.3;70.9
1966-05-01;BAS;Basel / Binningen;;0;57;980.2;96.6;13050;14.2;2.6;27.5;68.8
1966-04-01;BAS;Basel / Binningen;;0;71;974.4;93.0;7374;11.1;0.2;23.1;74.0
1966-03-01;BAS;Basel / Binningen;;0;62;982.7;53.5;8526;4.8;-2.7;14.8;74.6
1966-02-01;BAS;Basel / Binningen;;0;73;971.8;58.6;3708;6.8;-1.0;16.6;83.1
1966-01-01;BAS;Basel / Binningen;;5;72;976.8;48.6;3882;-1.7;-21.5;13.0;83.0
1965-12-01;BAS;Basel / Binningen;;0;85;972.8;84.1;1872;4.5;-3.8;14.2;84.4
1965-11-01;BAS;Basel / Binningen;;1;81;972.9;101.2;2436;4.3;-9.5;19.1;88.0
1965-10-01;BAS;Basel / Binningen;;0;60;983.5;19.3;7668;9.4;-0.1;21.8;83.7
1965-09-01;BAS;Basel / Binningen;;0;69;976.5;126.5;7152;13.2;4.6;26.8;80.8
1965-08-01;BAS;Basel / Binningen;;0;58;979.5;135.0;11778;17.1;8.1;31.3;75.0
1965-07-01;BAS;Basel / Binningen;;0;69;978.5;98.6;9408;17.0;8.0;33.5;73.4
1965-06-01;BAS;Basel / Binningen;;0;67;979.3;77.4;11640;17.2;3.4;32.8;73.3
1965-05-01;BAS;Basel / Binningen;;0;70;978.4;127.1;9372;12.8;1.8;28.9;73.5
1965-04-01;BAS;Basel / Binningen;;0;74;975.4;82.0;6582;8.3;-0.4;21.4;75.0
1965-03-01;BAS;Basel / Binningen;;4;69;979.1;82.0;7164;5.4;-13.5;18.8;82.0
1965-02-01;BAS;Basel / Binningen;;0;62;983.9;13.4;5676;-1.0;-10.4;6.5;85.8
1965-01-01;BAS;Basel / Binningen;;1;83;975.8;59.1;2538;2.1;-7.9;13.4;91.0
1964-12-01;BAS;Basel / Binningen;;1;75;978.0;23.4;3186;0.4;-15.6;7.7;91.5
1964-11-01;BAS;Basel / Binningen;;0;85;982.8;42.1;2466;6.0;-2.6;16.0;88.1
1964-10-01;BAS;Basel / Binningen;;0;85;979.0;58.3;3762;8.9;-1.8;23.4;85.2
1964-09-01;BAS;Basel / Binningen;;0;49;983.3;49.2;11070;15.5;2.3;30.3;82.0
1964-08-01;BAS;Basel / Binningen;;0;51;979.6;81.1;12966;17.8;5.6;33.7;71.7
1964-07-01;BAS;Basel / Binningen;;0;27;981.6;45.4;19740;20.6;6.6;35.9;62.4
1964-06-01;BAS;Basel / Binningen;;0;50;979.7;93.9;15060;17.9;7.3;32.2;70.1
1964-05-01;BAS;Basel / Binningen;;0;61;980.8;81.2;12870;15.4;3.5;28.9;74.5
1964-04-01;BAS;Basel / Binningen;;0;76;977.6;55.6;8910;10.7;0.6;25.0;74.3
1964-03-01;BAS;Basel / Binningen;;0;86;974.3;102.2;2898;3.6;-6.8;16.4;84.8
1964-02-01;BAS;Basel / Binningen;;0;73;979.8;25.1;5340;3.4;-7.1;19.5;83.3
1964-01-01;BAS;Basel / Binningen;;0;70;991.7;5.7;4602;-1.9;-9.9;5.6;87.1
1963-12-01;BAS;Basel / Binningen;;0;66;980.3;5.6;3876;-2.1;-12.2;9.5;86.4
1963-11-01;BAS;Basel / Binningen;;0;75;973.6;113.6;4704;8.7;0.2;20.7;82.6
1963-10-01;BAS;Basel / Binningen;;0;65;983.7;23.6;6786;9.6;-1.9;22.5;84.9
1963-09-01;BAS;Basel / Binningen;;0;66;981.0;37.7;7854;15.6;3.7;28.2;80.9
1963-08-01;BAS;Basel / Binningen;;0;74;976.8;142.0;9672;16.8;6.8;32.5;75.1
1963-07-01;BAS;Basel / Binningen;;0;46;981.2;51.7;16662;19.5;8.6;32.0;68.8
1963-06-01;BAS;Basel / Binningen;;0;67;977.1;133.6;9624;16.7;8.2;31.5;74.2
1963-05-01;BAS;Basel / Binningen;;0;65;979.0;41.2;10518;12.8;1.5;26.4;74.6
1963-04-01;BAS;Basel / Binningen;;0;74;975.1;62.6;7068;10.6;-0.8;24.0;74.3
1963-03-01;BAS;Basel / Binningen;;1;64;978.2;48.2;7818;4.8;-10.6;15.4;81.1
1963-02-01;BAS;Basel / Binningen;;7;65;971.7;43.6;5682;-4.1;-19.7;8.8;81.4
1963-01-01;BAS;Basel / Binningen;;3;67;979.9;39.1;4008;-5.9;-19.2;8.9;83.4
1962-12-01;BAS;Basel / Binningen;;1;70;978.2;53.9;4236;-2.6;-16.2;10.9;84.3
1962-11-01;BAS;Basel / Binningen;;0;77;975.7;26.3;3510;2.3;-6.2;15.4;84.7
1962-10-01;BAS;Basel / Binningen;;0;54;982.9;13.0;8478;9.3;-1.0;27.2;82.6
1962-09-01;BAS;Basel / Binningen;;0;55;980.2;49.6;10998;14.7;2.3;34.1;70.4
1962-08-01;BAS;Basel / Binningen;;0;39;981.3;37.3;18342;19.2;8.2;36.1;63.6
1962-07-01;BAS;Basel / Binningen;;0;62;980.0;49.1;13056;17.6;5.6;33.8;65.7
1962-06-01;BAS;Basel / Binningen;;0;48;983.5;50.2;16854;16.5;1.1;31.0;62.9
1962-05-01;BAS;Basel / Binningen;;0;68;978.8;91.5;8994;11.7;-2.1;27.5;68.8
1962-04-01;BAS;Basel / Binningen;;0;61;977.7;40.1;10962;9.4;0.1;26.5;67.5
1962-03-01;BAS;Basel / Binningen;;0;63;972.5;80.8;7254;2.4;-7.8;17.2;72.2
1962-02-01;BAS;Basel / Binningen;;0;75;983.4;42.2;4242;1.2;-9.5;10.0;75.8
1962-01-01;BAS;Basel / Binningen;;8;78;981.9;79.8;2754;2.4;-8.3;14.0;86.8
1961-12-01;BAS;Basel / Binningen;;0;72;977.7;59.1;3924;1.9;-12.2;19.1;83.9
1961-11-01;BAS;Basel / Binningen;;0;78;975.5;29.6;3702;4.0;-3.6;14.0;87.3
1961-10-01;BAS;Basel / Binningen;;0;67;978.1;69.2;7776;11.3;0.4;24.7;85.7
1961-09-01;BAS;Basel / Binningen;;0;49;981.2;34.2;13098;18.4;6.2;32.4;79.3
1961-08-01;BAS;Basel / Binningen;;0;48;982.4;85.2;14604;17.4;8.0;32.8;76.1
1961-07-01;BAS;Basel / Binningen;;0;55;980.1;88.7;15312;17.5;6.2;32.8;71.1
1961-06-01;BAS;Basel / Binningen;;0;57;980.1;72.2;13074;17.2;7.4;32.8;76.0
1961-05-01;BAS;Basel / Binningen;;0;77;978.1;81.0;10260;12.3;1.0;27.0;77.1
1961-04-01;BAS;Basel / Binningen;;0;76;974.1;97.6;7764;11.8;3.2;26.4;77.2
1961-03-01;BAS;Basel / Binningen;;0;45;987.9;8.8;12600;7.1;-2.5;23.3;73.3
1961-02-01;BAS;Basel / Binningen;;0;69;986.7;44.6;6642;6.1;-0.5;20.1;81.5
1961-01-01;BAS;Basel / Binningen;;0;79;978.9;62.0;2628;1.2;-5.9;14.2;86.6
1960-12-01;BAS;Basel / Binningen;;0;86;974.2;37.1;2472;1.2;-7.1;15.4;87.3
1960-11-01;BAS;Basel / Binningen;;0;79;976.6;63.8;3708;7.1;-2.7;18.7;80.3
1960-10-01;BAS;Basel / Binningen;;0;84;972.5;79.7;5016;9.5;-1.2;22.7;82.3
1960-09-01;BAS;Basel / Binningen;;0;71;979.2;73.7;7542;12.8;3.2;26.2;84.4
1960-08-01;BAS;Basel / Binningen;;0;70;978.5;149.6;11028;17.3;8.8;31.8;71.3
1960-07-01;BAS;Basel / Binningen;;0;68;980.0;73.9;11520;16.4;5.2;29.5;65.1
1960-06-01;BAS;Basel / Binningen;;0;58;981.7;74.8;13722;17.9;4.3;32.5;71.4
1960-05-01;BAS;Basel / Binningen;;0;58;980.3;67.9;14046;14.6;-1.4;27.2;72.5
1960-04-01;BAS;Basel / Binningen;;0;65;980.4;30.8;9132;8.8;-1.4;24.6;74.9
1960-03-01;BAS;Basel / Binningen;;0;70;974.9;49.8;6906;6.9;-2.8;19.9;78.0
1960-02-01;BAS;Basel / Binningen;;0;75;975.4;49.4;4848;2.9;-9.1;17.6;81.3
1960-01-01;BAS;Basel / Binningen;;2;74;979.6;46.3;4854;0.1;-19.2;10.9;86.0
1959-12-01;BAS;Basel / Binningen;;0;82;972.7;52.6;3354;3.6;-4.1;13.7;86.2
1959-11-01;BAS;Basel / Binningen;;0;75;978.1;35.3;3786;3.7;-3.4;13.6;89.4
