date;station/location;station_name;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
1937-10-01;BAS;Basel / Binningen;;0;73;979.1;33.7;5628;9.3;-0.7;22.4;86.4
1937-09-01;BAS;Basel / Binningen;;0;67;978.5;96.2;7638;14.1;6.3;30.8;82.0
1937-08-01;BAS;Basel / Binningen;;0;64;979.9;59.7;9828;18.2;10.0;35.4;75.6
1937-07-01;BAS;Basel / Binningen;;0;57;980.4;29.0;13290;18.7;8.0;31.2;72.2
1937-06-01;BAS;Basel / Binningen;;0;60;980.3;66.0;12390;17.5;6.3;33.1;74.5
1937-05-01;BAS;Basel / Binningen;;0;57;979.9;63.1;11880;15.4;2.4;31.9;72.1
1937-04-01;BAS;Basel / Binningen;;0;74;974.9;91.1;6786;9.0;-1.8;20.6;74.9
1937-03-01;BAS;Basel / Binningen;;0;79;969.1;137.1;4440;4.5;-4.7;14.6;73.3
1937-02-01;BAS;Basel / Binningen;;0;83;972.7;77.6;2238;4.7;-1.2;14.9;77.5
1937-01-01;BAS;Basel / Binningen;;0;63;979.0;62.7;4536;2.3;-6.2;12.1;80.2
1936-12-01;BAS;Basel / Binningen;;0;76;986.6;25.1;3450;2.2;-3.7;12.9;87.0
1936-11-01;BAS;Basel / Binningen;;0;86;979.3;71.5;2868;4.9;-5.3;15.1;82.9
1936-10-01;BAS;Basel / Binningen;;0;74;981.9;30.3;5598;6.8;-1.6;17.1;80.5
1936-09-01;BAS;Basel / Binningen;;0;72;981.4;124.7;6474;14.7;2.3;32.1;82.0
1936-08-01;BAS;Basel / Binningen;;0;50;983.1;86.8;13398;17.3;7.2;31.0;79.7
1936-07-01;BAS;Basel / Binningen;;0;74;979.5;140.8;9522;17.5;9.3;33.3;76.9
1936-06-01;BAS;Basel / Binningen;;0;75;979.5;104.3;8802;16.3;2.9;31.9;79.2
1936-05-01;BAS;Basel / Binningen;;0;57;975.1;17.0;12408;13.7;3.3;26.3;73.5
1936-04-01;BAS;Basel / Binningen;;0;79;973.7;90.3;5718;7.9;-1.9;24.0;78.6
1936-03-01;BAS;Basel / Binningen;;0;62;975.2;24.7;8946;6.7;-4.0;21.2;72.7
1936-02-01;BAS;Basel / Binningen;;0;72;971.3;60.0;5148;2.0;-9.4;14.0;78.6
1936-01-01;BAS;Basel / Binningen;;0;82;971.6;94.3;2316;4.8;-2.1;15.7;78.6
1935-12-01;BAS;Basel / Binningen;;7;84;970.0;119.7;1956;0.5;-15.1;12.5;81.6
1935-11-01;BAS;Basel / Binningen;;0;75;976.3;36.5;4956;5.6;-5.9;17.9;83.3
1935-10-01;BAS;Basel / Binningen;;0;92;978.1;115.1;2106;9.3;0.5;22.3;86.0
1935-09-01;BAS;Basel / Binningen;;0;50;981.2;80.5;11538;15.1;2.3;29.4;77.8
1935-08-01;BAS;Basel / Binningen;;0;57;979.6;82.2;12204;17.6;5.6;34.4;73.5
1935-07-01;BAS;Basel / Binningen;;0;41;982.4;26.4;18474;19.8;5.1;33.6;64.3
1935-06-01;BAS;Basel / Binningen;;0;51;981.0;59.6;15144;18.5;6.7;33.9;70.3
1935-05-01;BAS;Basel / Binningen;;0;67;977.4;125.7;11736;11.7;-0.9;24.9;71.6
1935-04-01;BAS;Basel / Binningen;;0;83;975.3;92.9;4920;8.6;-0.1;25.8;71.1
1935-03-01;BAS;Basel / Binningen;;0;55;983.5;31.9;9138;4.2;-12.7;20.4;71.6
1935-02-01;BAS;Basel / Binningen;;0;74;975.3;76.3;4182;3.2;-10.8;14.9;71.8
1935-01-01;BAS;Basel / Binningen;;3;80;983.5;41.8;2778;-0.9;-13.2;7.8;82.6
1934-12-01;BAS;Basel / Binningen;;0;83;974.9;38.9;2142;5.3;-3.4;16.3;86.9
1934-11-01;BAS;Basel / Binningen;;0;71;980.1;50.4;4284;2.7;-5.2;14.9;87.2
1934-10-01;BAS;Basel / Binningen;;0;70;982.7;65.5;6738;9.7;0.9;27.7;83.5
1934-09-01;BAS;Basel / Binningen;;0;54;982.8;48.1;10152;16.2;6.0;31.0;83.3
1934-08-01;BAS;Basel / Binningen;;0;65;978.5;101.6;10206;16.9;8.8;30.2;80.1
1934-07-01;BAS;Basel / Binningen;;0;44;980.1;74.4;16806;19.3;6.9;34.6;72.6
1934-06-01;BAS;Basel / Binningen;;0;56;979.4;135.9;13242;17.4;5.7;33.4;70.4
1934-05-01;BAS;Basel / Binningen;;0;53;980.8;11.8;14832;15.1;1.2;29.7;65.7
1934-04-01;BAS;Basel / Binningen;;0;56;973.0;16.0;12132;11.5;0.1;30.5;65.7
1934-03-01;BAS;Basel / Binningen;;0;71;971.4;55.4;5814;4.8;-4.0;16.0;78.5
1934-02-01;BAS;Basel / Binningen;;2;60;989.0;13.3;6906;-0.3;-15.5;15.3;80.8
1934-01-01;BAS;Basel / Binningen;;0;75;986.7;50.0;3366;0.6;-7.5;13.1;85.1
1933-12-01;BAS;Basel / Binningen;;0;83;979.2;5.0;3066;-3.8;-15.3;4.8;84.9
1933-11-01;BAS;Basel / Binningen;;0;88;974.5;62.4;1884;3.3;-4.1;12.2;90.2
1933-10-01;BAS;Basel / Binningen;;0;72;978.3;76.9;6474;10.0;-2.6;27.4;85.0
1933-09-01;BAS;Basel / Binningen;;0;58;980.5;90.0;10188;15.3;3.7;27.7;79.3
1933-08-01;BAS;Basel / Binningen;;0;42;982.0;25.7;16920;19.3;5.4;34.8;71.0
1933-07-01;BAS;Basel / Binningen;;0;49;983.2;55.2;16146;19.3;7.9;33.6;74.9
1933-06-01;BAS;Basel / Binningen;;0;71;975.2;102.0;9660;14.3;4.9;27.6;78.7
1933-05-01;BAS;Basel / Binningen;;0;77;978.0;109.4;8316;12.2;2.7;25.7;79.3
1933-04-01;BAS;Basel / Binningen;;0;62;981.1;42.6;11250;9.3;-2.5;24.2;69.6
1933-03-01;BAS;Basel / Binningen;;0;55;980.7;58.8;9726;6.2;-3.4;21.0;73.9
1933-02-01;BAS;Basel / Binningen;;0;70;979.4;34.4;5520;1.6;-9.7;19.1;78.4
1933-01-01;BAS;Basel / Binningen;;0;74;983.9;22.5;3918;-1.4;-12.4;7.9;79.6
1932-12-01;BAS;Basel / Binningen;;0;72;985.6;17.1;3804;0.9;-6.4;9.2;87.4
1932-11-01;BAS;Basel / Binningen;;0;78;983.3;10.1;3420;5.2;-3.7;15.0;86.4
1932-10-01;BAS;Basel / Binningen;;0;79;975.3;73.8;5280;9.7;0.7;21.9;81.7
1932-09-01;BAS;Basel / Binningen;;0;72;979.6;94.5;8148;16.7;8.4;29.6;83.0
1932-08-01;BAS;Basel / Binningen;;0;45;983.2;30.2;16182;20.3;9.2;34.7;76.9
1932-07-01;BAS;Basel / Binningen;;0;69;977.4;121.3;9840;17.7;8.6;31.0;81.0
1932-06-01;BAS;Basel / Binningen;;0;62;979.5;83.8;12444;15.6;4.7;28.8;78.1
1932-05-01;BAS;Basel / Binningen;;0;74;976.6;153.3;9474;12.1;4.2;29.8;78.7
1932-04-01;BAS;Basel / Binningen;;0;75;974.3;51.5;8646;7.8;-3.2;22.8;69.2
1932-03-01;BAS;Basel / Binningen;;2;57;977.4;56.1;8598;2.5;-12.6;16.6;73.6
1932-02-01;BAS;Basel / Binningen;;2;49;986.3;8.2;8664;-3.0;-23.8;8.8;77.1
1932-01-01;BAS;Basel / Binningen;;0;73;990.8;38.1;4140;1.3;-10.4;12.8;85.7
1931-12-01;BAS;Basel / Binningen;;0;74;988.2;37.8;3954;-0.3;-12.7;13.6;83.7
1931-11-01;BAS;Basel / Binningen;;0;78;978.9;11.1;4368;5.7;-3.6;19.5;82.8
1931-10-01;BAS;Basel / Binningen;;0;56;983.3;67.7;9900;8.2;-4.8;24.4;79.0
1931-09-01;BAS;Basel / Binningen;;0;72;982.4;66.6;6186;10.0;-1.3;23.5;83.6
1931-08-01;BAS;Basel / Binningen;;0;74;977.5;130.8;8562;16.1;5.4;30.4;80.3
1931-07-01;BAS;Basel / Binningen;;0;69;978.8;109.9;10872;17.3;6.3;31.3;77.1
1931-06-01;BAS;Basel / Binningen;;0;53;981.7;89.8;16062;18.6;6.6;35.8;73.9
1931-05-01;BAS;Basel / Binningen;;0;65;976.0;82.2;12318;15.6;0.0;31.7;73.0
1931-04-01;BAS;Basel / Binningen;;0;70;975.6;33.4;8748;8.0;-2.6;21.2;67.3
1931-03-01;BAS;Basel / Binningen;;11;57;975.7;96.0;9576;1.8;-14.5;17.4;68.9
1931-02-01;BAS;Basel / Binningen;;1;79;976.4;37.9;4068;0.1;-13.8;11.8;81.4
1931-01-01;BAS;Basel / Binningen;;0;80;977.6;52.8;3738;1.0;-11.2;13.4;80.2
1930-12-01;BAS;Basel / Binningen;;;82;978.3;36.5;3300;1.6;-7.3;13.6;83.8
1930-11-01;BAS;Basel / Binningen;;;78;979.9;96.3;3870;7.0;-2.5;18.1;80.3
1930-10-01;BAS;Basel / Binningen;;;76;979.1;101.8;6180;10.0;1.2;20.7;84.6
1930-09-01;BAS;Basel / Binningen;;;71;980.1;60.6;7998;14.7;6.2;30.0;81.8
1930-08-01;BAS;Basel / Binningen;;;58;981.3;52.8;12090;17.3;7.4;31.9;78.5
1930-07-01;BAS;Basel / Binningen;;;70;977.4;198.0;10926;16.9;8.2;33.1;77.9
1930-06-01;BAS;Basel / Binningen;;;60;978.9;103.8;14778;19.1;9.9;31.0;77.8
1930-05-01;BAS;Basel / Binningen;;;83;978.1;119.2;7152;12.0;1.4;25.8;81.4
1930-04-01;BAS;Basel / Binningen;;;70;970.3;112.3;8226;9.6;0.3;24.1;77.9
1930-03-01;BAS;Basel / Binningen;;;67;975.9;29.7;7554;6.1;-2.9;19.3;74.7
1930-02-01;BAS;Basel / Binningen;;;66;978.1;19.9;5724;1.1;-8.5;14.4;75.1
1930-01-01;BAS;Basel / Binningen;;;61;978.8;29.7;6414;2.7;-2.9;12.8;82.9
1929-12-01;BAS;Basel / Binningen;;;79;980.0;98.8;4590;4.7;-8.4;15.3;77.9
1929-11-01;BAS;Basel / Binningen;;;73;977.3;43.4;4626;5.2;-4.2;13.7;83.5
1929-10-01;BAS;Basel / Binningen;;;75;977.4;87.4;5208;10.5;-1.7;29.2;80.3
1929-09-01;BAS;Basel / Binningen;;;38;983.3;15.3;14916;17.3;2.5;33.8;71.7
1929-08-01;BAS;Basel / Binningen;;;59;981.3;61.0;12444;17.9;7.4;32.5;78.8
1929-07-01;BAS;Basel / Binningen;;;54;982.0;82.7;16110;19.3;6.2;35.6;71.6
1929-06-01;BAS;Basel / Binningen;;;67;980.5;60.5;12492;17.0;5.1;31.5;74.5
1929-05-01;BAS;Basel / Binningen;;;64;978.4;61.8;12654;14.1;2.7;30.7;71.7
1929-04-01;BAS;Basel / Binningen;;;69;976.0;57.7;9456;6.6;-4.4;23.4;69.0
1929-03-01;BAS;Basel / Binningen;;;44;987.0;14.2;11718;4.3;-10.0;19.3;73.8
1929-02-01;BAS;Basel / Binningen;;;53;980.1;17.3;8304;-6.1;-23.2;11.9;75.4
1929-01-01;BAS;Basel / Binningen;;;75;985.2;12.0;4044;-3.6;-11.7;6.9;81.1
1928-12-01;BAS;Basel / Binningen;;;88;981.0;53.4;1854;1.8;-5.0;10.4;85.7
1928-11-01;BAS;Basel / Binningen;;;83;975.9;89.9;3552;7.0;-0.6;18.1;87.4
1928-10-01;BAS;Basel / Binningen;;;66;979.5;73.3;7662;10.0;-0.4;23.8;87.4
1928-09-01;BAS;Basel / Binningen;;;60;981.6;46.1;9198;14.6;3.0;26.3;83.6
1928-08-01;BAS;Basel / Binningen;;;57;980.5;99.1;12756;19.1;9.4;31.5;77.3
1928-07-01;BAS;Basel / Binningen;;;34;982.9;23.7;20118;21.8;12.0;34.1;65.7
1928-06-01;BAS;Basel / Binningen;;;59;980.3;81.1;13710;17.0;7.6;29.2;74.0
1928-05-01;BAS;Basel / Binningen;;;66;974.6;78.9;11304;11.9;0.5;27.1;74.6
1928-04-01;BAS;Basel / Binningen;;;65;973.0;43.3;9594;9.8;0.0;22.2;71.6
1928-03-01;BAS;Basel / Binningen;;;69;974.6;55.4;7140;5.7;-3.6;20.4;77.6
1928-02-01;BAS;Basel / Binningen;;;51;986.6;36.1;7530;4.1;-3.4;13.2;80.4
1928-01-01;BAS;Basel / Binningen;;;74;982.7;46.5;3000;3.5;-6.0;10.8;84.2
1927-12-01;BAS;Basel / Binningen;;;84;974.6;17.3;2574;0.9;-16.2;14.0;82.2
1927-11-01;BAS;Basel / Binningen;;;78;979.4;57.7;4260;5.0;-4.9;18.4;85.4
1927-10-01;BAS;Basel / Binningen;;;67;982.8;10.9;8562;9.6;1.4;18.3;81.5
1927-09-01;BAS;Basel / Binningen;;;72;977.4;89.0;7386;15.1;7.2;26.2;83.2
1927-08-01;BAS;Basel / Binningen;;;64;980.2;198.0;11766;17.3;8.7;32.3;82.2
1927-07-01;BAS;Basel / Binningen;;;54;978.1;92.3;15072;18.9;9.9;31.5;75.8
1927-06-01;BAS;Basel / Binningen;;;62;979.0;82.6;14514;16.8;8.2;28.1;73.4
1927-05-01;BAS;Basel / Binningen;;;63;979.2;67.5;15282;14.1;2.5;26.1;73.0
1927-04-01;BAS;Basel / Binningen;;;78;978.6;75.4;9198;10.2;0.0;23.9;71.3
1927-03-01;BAS;Basel / Binningen;;;70;975.5;58.2;7500;7.2;-0.5;18.4;73.9
1927-02-01;BAS;Basel / Binningen;;;68;983.1;67.4;6540;2.5;-6.8;16.0;77.1
1927-01-01;BAS;Basel / Binningen;;;82;978.2;43.1;3444;2.4;-2.4;9.0;86.4
1926-12-01;BAS;Basel / Binningen;;;85;985.3;18.8;3060;0.5;-8.9;7.5;86.3
1926-11-01;BAS;Basel / Binningen;;;83;974.2;40.2;4686;7.1;-0.4;21.9;83.9
1926-10-01;BAS;Basel / Binningen;;;83;977.0;127.8;6576;10.3;0.4;21.7;82.9
1926-09-01;BAS;Basel / Binningen;;;48;984.4;39.8;12720;16.8;3.7;29.8;77.1
1926-08-01;BAS;Basel / Binningen;;;47;983.0;28.6;15696;18.2;9.1;29.7;74.7
1926-07-01;BAS;Basel / Binningen;;;70;980.0;86.6;12816;18.4;10.2;31.3;75.9
1926-06-01;BAS;Basel / Binningen;;;72;977.8;125.1;10176;14.8;7.7;26.9;78.7
1926-05-01;BAS;Basel / Binningen;;;72;974.9;102.1;9642;12.0;0.9;26.2;76.8
1926-04-01;BAS;Basel / Binningen;;;59;976.4;22.6;11670;11.2;2.3;25.1;68.2
1926-03-01;BAS;Basel / Binningen;;;81;980.6;37.6;5586;6.2;-1.9;17.3;77.8
1926-02-01;BAS;Basel / Binningen;;;71;978.5;28.0;5154;7.0;0.5;13.6;82.5
1926-01-01;BAS;Basel / Binningen;;;74;980.0;41.5;4884;1.7;-12.1;11.0;79.6
1925-12-01;BAS;Basel / Binningen;;;76;977.0;83.2;4122;2.6;-12.4;18.3;78.4
1925-11-01;BAS;Basel / Binningen;;;90;976.2;35.1;1452;3.2;-10.3;20.5;85.8
1925-10-01;BAS;Basel / Binningen;;;72;979.8;37.6;5466;10.2;-1.0;21.3;85.9
1925-09-01;BAS;Basel / Binningen;;;71;980.8;95.0;9042;12.3;3.8;24.0;81.9
1925-08-01;BAS;Basel / Binningen;;;60;980.0;108.6;12834;17.7;9.8;31.7;80.9
1925-07-01;BAS;Basel / Binningen;;;62;978.7;168.3;13884;18.3;9.8;33.6;74.6
1925-06-01;BAS;Basel / Binningen;;;49;979.9;30.0;18048;17.7;8.2;30.5;65.4
1925-05-01;BAS;Basel / Binningen;;;64;976.3;110.2;13344;14.2;1.1;28.0;73.8
1925-04-01;BAS;Basel / Binningen;;;77;974.8;97.6;7710;9.7;1.3;22.2;75.3
1925-03-01;BAS;Basel / Binningen;;;78;979.8;31.4;5286;2.6;-7.7;14.5;78.5
1925-02-01;BAS;Basel / Binningen;;;72;976.4;60.0;4770;4.7;-1.0;15.6;77.9
1925-01-01;BAS;Basel / Binningen;;;69;992.6;24.4;5370;2.8;-7.2;17.2;82.3
1924-12-01;BAS;Basel / Binningen;;;75;984.6;13.5;4476;1.3;-7.4;10.5;86.5
1924-11-01;BAS;Basel / Binningen;;;72;983.1;7.5;4614;4.6;-6.0;20.0;81.9
1924-10-01;BAS;Basel / Binningen;;;70;980.6;51.4;7080;10.7;4.7;21.0;82.9
1924-09-01;BAS;Basel / Binningen;;;64;979.0;71.4;9378;14.9;6.7;28.0;80.6
1924-08-01;BAS;Basel / Binningen;;;68;978.8;90.9;8970;15.2;6.8;29.8;78.9
1924-07-01;BAS;Basel / Binningen;;;62;979.1;108.2;12864;18.5;9.8;34.5;74.2
1924-06-01;BAS;Basel / Binningen;;;63;980.0;92.2;14004;16.6;9.5;28.5;76.6
1924-05-01;BAS;Basel / Binningen;;;72;979.4;126.5;11202;14.9;3.2;31.2;74.5
1924-04-01;BAS;Basel / Binningen;;;80;975.6;68.2;7122;9.4;0.2;27.0;71.9
1924-03-01;BAS;Basel / Binningen;;;56;975.4;54.8;10230;5.2;-4.0;18.1;69.3
1924-02-01;BAS;Basel / Binningen;;;79;976.5;14.0;4122;-0.2;-9.5;9.5;77.2
1924-01-01;BAS;Basel / Binningen;;;63;981.3;20.5;5862;-0.2;-8.5;8.2;79.4
1923-12-01;BAS;Basel / Binningen;;;91;978.3;83.3;1650;1.7;-8.9;9.7;84.9
1923-11-01;BAS;Basel / Binningen;;;80;974.0;142.2;3762;4.2;-5.0;14.5;85.6
1923-10-01;BAS;Basel / Binningen;;;72;977.3;159.9;6624;12.4;1.2;26.7;81.0
1923-09-01;BAS;Basel / Binningen;;;53;982.8;71.1;12516;14.4;6.2;28.4;77.2
1923-08-01;BAS;Basel / Binningen;;;42;980.6;61.4;16944;18.7;8.0;34.4;66.0
1923-07-01;BAS;Basel / Binningen;;;43;981.7;24.5;18006;21.2;10.5;35.7;63.4
1923-06-01;BAS;Basel / Binningen;;;72;982.3;36.3;10638;13.2;5.0;27.5;74.1
1923-05-01;BAS;Basel / Binningen;;;62;979.1;144.1;13590;13.3;2.0;30.0;71.3
1923-04-01;BAS;Basel / Binningen;;;64;971.8;45.2;9522;9.4;-0.6;22.5;71.8
1923-03-01;BAS;Basel / Binningen;;;76;979.4;49.3;5700;6.4;-1.4;19.1;78.6
1923-02-01;BAS;Basel / Binningen;;;81;972.5;84.3;2748;5.2;-1.0;12.4;79.1
1923-01-01;BAS;Basel / Binningen;;;84;985.9;39.5;2886;1.6;-7.5;8.8;85.2
1922-12-01;BAS;Basel / Binningen;;;82;979.7;93.2;3042;2.9;-5.5;15.7;84.5
1922-11-01;BAS;Basel / Binningen;;;80;985.0;66.5;4134;3.8;-3.5;13.7;82.2
1922-10-01;BAS;Basel / Binningen;;;86;977.3;96.1;3845;7.3;0.0;20.7;86.8
1922-09-01;BAS;Basel / Binningen;;;75;978.9;86.1;6660;12.7;4.3;24.4;83.7
1922-08-01;BAS;Basel / Binningen;;;51;979.8;102.3;13890;17.0;8.6;28.2;79.1
1922-07-01;BAS;Basel / Binningen;;;65;980.5;123.0;13950;17.3;8.5;32.2;73.3
1922-06-01;BAS;Basel / Binningen;;;66;979.3;106.7;13548;17.3;9.5;29.4;73.7
1922-05-01;BAS;Basel / Binningen;;;50;983.4;52.5;17382;15.8;3.2;32.0;66.9
1922-04-01;BAS;Basel / Binningen;;;85;972.2;178.6;4800;7.6;-0.8;25.6;74.8
1922-03-01;BAS;Basel / Binningen;;;75;974.7;81.8;5838;5.5;-3.5;18.3;78.5
1922-02-01;BAS;Basel / Binningen;;;67;980.8;82.6;5490;1.3;-17.0;17.5;82.7
1922-01-01;BAS;Basel / Binningen;;;90;975.5;72.0;2562;0.6;-8.7;12.0;83.9
1921-12-01;BAS;Basel / Binningen;;;79;984.0;20.8;3030;1.7;-10.5;14.6;81.8
1921-11-01;BAS;Basel / Binningen;;;75;981.4;39.3;5484;1.9;-5.3;15.5;82.1
1921-10-01;BAS;Basel / Binningen;;;50;986.0;18.2;11610;12.5;-1.5;23.6;82.6
1921-09-01;BAS;Basel / Binningen;;;48;983.5;62.7;12402;15.8;3.9;27.5;80.6
1921-08-01;BAS;Basel / Binningen;;;47;978.7;96.2;15390;18.3;8.1;34.9;69.8
1921-07-01;BAS;Basel / Binningen;;;43;981.2;31.2;19620;21.9;10.4;38.6;58.0
1921-06-01;BAS;Basel / Binningen;;;59;981.1;48.5;14976;17.3;7.0;30.5;67.9
1921-05-01;BAS;Basel / Binningen;;;72;977.6;84.6;11118;14.7;0.6;26.0;76.5
1921-04-01;BAS;Basel / Binningen;;;68;977.8;41.3;9582;8.7;-2.5;21.8;69.9
1921-03-01;BAS;Basel / Binningen;;;49;984.1;18.1;12984;6.6;-4.0;19.2;67.4
1921-02-01;BAS;Basel / Binningen;;;67;985.4;1.5;6588;2.1;-3.5;11.2;80.4
1921-01-01;BAS;Basel / Binningen;;;81;984.1;36.7;3744;5.4;-5.7;13.5;81.6
1920-12-01;BAS;Basel / Binningen;;;92;980.0;39.4;1380;1.5;-10.4;15.4;87.5
1920-11-01;BAS;Basel / Binningen;;;69;984.4;1.8;4698;2.1;-8.2;17.2;84.9
1920-10-01;BAS;Basel / Binningen;;;67;978.8;12.2;6366;9.0;-2.5;19.5;85.9
1920-09-01;BAS;Basel / Binningen;;;75;981.3;116.4;7734;14.6;7.0;25.0;84.3
1920-08-01;BAS;Basel / Binningen;;;49;981.6;90.1;14214;16.3;6.9;29.4;77.0
1920-07-01;BAS;Basel / Binningen;;;58;981.0;113.3;15876;18.4;8.5;33.0;73.6
1920-06-01;BAS;Basel / Binningen;;;65;979.6;61.0;12186;16.7;5.6;28.2;74.6
1920-05-01;BAS;Basel / Binningen;;;70;982.7;81.7;12156;15.8;2.0;30.0;73.7
1920-04-01;BAS;Basel / Binningen;;;76;975.4;53.7;6600;10.3;1.1;22.5;74.5
1920-03-01;BAS;Basel / Binningen;;;61;979.9;64.1;9810;7.4;-6.0;20.5;75.4
1920-02-01;BAS;Basel / Binningen;;;54;988.9;9.4;9312;3.7;-4.0;13.5;79.2
1920-01-01;BAS;Basel / Binningen;;;75;981.0;51.6;5100;4.1;-2.0;15.1;81.2
1919-12-01;BAS;Basel / Binningen;;;79;978.7;75.5;3144;3.5;-7.4;15.0;81.5
1919-11-01;BAS;Basel / Binningen;;;88;972.9;114.5;3036;3.6;-4.8;15.0;83.8
1919-10-01;BAS;Basel / Binningen;;;84;982.0;34.3;4410;6.5;-2.5;16.7;85.7
1919-09-01;BAS;Basel / Binningen;;;54;981.0;54.6;11910;16.7;5.4;29.3;78.7
1919-08-01;BAS;Basel / Binningen;;;34;982.1;23.5;18306;20.0;7.0;32.4;64.3
1919-07-01;BAS;Basel / Binningen;;;73;980.1;84.9;11358;15.7;7.0;29.5;74.5
1919-06-01;BAS;Basel / Binningen;;;50;983.2;53.2;17256;17.5;7.4;32.0;64.0
1919-05-01;BAS;Basel / Binningen;;;45;980.7;20.8;17868;14.2;0.9;26.2;62.7
1919-04-01;BAS;Basel / Binningen;;;77;977.1;73.9;6240;6.6;-1.8;18.2;74.0
1919-03-01;BAS;Basel / Binningen;;;76;974.6;103.4;5982;5.2;-5.0;18.6;78.2
1919-02-01;BAS;Basel / Binningen;;;69;973.4;77.3;5202;1.2;-16.4;14.0;80.3
1919-01-01;BAS;Basel / Binningen;;;86;975.5;12.6;2358;1.5;-6.2;11.1;86.1
1918-12-01;BAS;Basel / Binningen;;;79;979.8;69.2;2862;5.2;-3.1;14.1;85.7
1918-11-01;BAS;Basel / Binningen;;;72;981.9;46.6;4812;4.5;-4.4;15.3;86.8
1918-10-01;BAS;Basel / Binningen;;;69;980.4;53.7;7326;8.0;-0.2;17.5;85.6
1918-09-01;BAS;Basel / Binningen;;;64;978.4;134.9;8118;14.8;5.9;26.0;78.0
1918-08-01;BAS;Basel / Binningen;;;46;981.7;52.1;15966;18.0;5.8;33.3;70.2
1918-07-01;BAS;Basel / Binningen;;;54;980.4;40.8;16326;18.7;8.3;35.5;66.0
1918-06-01;BAS;Basel / Binningen;;;59;980.7;66.2;14322;14.8;5.5;26.5;70.6
1918-05-01;BAS;Basel / Binningen;;;54;979.3;33.3;14796;15.5;5.5;28.0;70.2
1918-04-01;BAS;Basel / Binningen;;;82;972.6;92.4;4800;9.1;0.1;19.5;78.4
1918-03-01;BAS;Basel / Binningen;;;54;979.0;32.5;10638;5.4;-4.5;18.5;73.0
1918-02-01;BAS;Basel / Binningen;;;54;989.1;15.7;7656;2.5;-7.0;13.9;77.9
1918-01-01;BAS;Basel / Binningen;;;69;983.2;40.4;5826;1.1;-14.4;15.0;81.4
1917-12-01;BAS;Basel / Binningen;;;74;982.6;13.2;3894;-2.7;-17.6;9.0;83.2
1917-11-01;BAS;Basel / Binningen;;;83;984.8;36.2;1848;5.4;-1.5;14.0;86.1
1917-10-01;BAS;Basel / Binningen;;;78;977.4;117.9;4638;8.5;-2.0;22.0;82.5
1917-09-01;BAS;Basel / Binningen;;;50;984.0;83.8;11862;16.5;8.3;27.8;81.7
1917-08-01;BAS;Basel / Binningen;;;65;977.8;148.6;11370;17.2;10.3;29.5;78.4
1917-07-01;BAS;Basel / Binningen;;;58;981.8;95.1;14436;18.5;10.2;32.2;75.1
1917-06-01;BAS;Basel / Binningen;;;56;981.9;134.2;16812;19.0;8.8;30.0;72.6
1917-05-01;BAS;Basel / Binningen;;;62;978.0;76.4;13692;16.8;6.4;30.0;71.2
1917-04-01;BAS;Basel / Binningen;;;73;976.9;40.2;8598;6.7;-0.4;22.0;67.5
1917-03-01;BAS;Basel / Binningen;;;80;972.9;77.1;5436;2.8;-5.5;16.7;77.2
1917-02-01;BAS;Basel / Binningen;;;60;980.9;17.0;6312;-1.3;-12.7;9.9;78.4
1917-01-01;BAS;Basel / Binningen;;;83;972.8;20.9;2568;-0.5;-12.5;11.7;79.0
1916-12-01;BAS;Basel / Binningen;;;85;970.7;92.9;2166;3.2;-9.5;15.0;84.9
1916-11-01;BAS;Basel / Binningen;;;79;977.1;82.5;3732;5.5;-5.4;17.0;83.9
1916-10-01;BAS;Basel / Binningen;;;74;981.8;73.2;7290;10.1;-1.3;21.0;82.8
1916-09-01;BAS;Basel / Binningen;;;69;979.0;75.5;7830;12.9;4.5;24.0;83.2
1916-08-01;BAS;Basel / Binningen;;;49;979.3;105.3;14610;17.7;7.9;30.0;74.5
1916-07-01;BAS;Basel / Binningen;;;69;980.1;137.1;12354;17.5;9.2;26.3;78.4
1916-06-01;BAS;Basel / Binningen;;;75;978.2;135.9;8694;14.2;5.7;28.8;76.4
1916-05-01;BAS;Basel / Binningen;;;61;978.2;68.5;12084;14.5;5.0;27.8;71.1
1916-04-01;BAS;Basel / Binningen;;;60;975.7;58.6;10518;9.7;-1.2;20.7;73.2
1916-03-01;BAS;Basel / Binningen;;;73;968.0;38.1;6114;6.1;-5.8;18.3;76.5
1916-02-01;BAS;Basel / Binningen;;;77;975.4;66.8;4722;3.5;-4.3;13.6;78.6
1916-01-01;BAS;Basel / Binningen;;;81;989.5;23.1;3822;5.1;-3.2;13.3;82.1
1915-12-01;BAS;Basel / Binningen;;;84;975.2;68.8;2742;6.6;-5.2;20.6;80.1
1915-11-01;BAS;Basel / Binningen;;;79;977.2;83.9;3570;2.8;-11.0;15.2;81.5
1915-10-01;BAS;Basel / Binningen;;;73;979.3;36.9;5196;7.8;-2.2;15.3;84.9
1915-09-01;BAS;Basel / Binningen;;;61;980.2;72.3;10566;13.1;4.6;23.3;80.5
1915-08-01;BAS;Basel / Binningen;;;56;980.8;61.1;13908;16.9;5.8;29.3;75.8
1915-07-01;BAS;Basel / Binningen;;;60;980.0;83.6;14886;17.9;7.5;28.8;69.6
