gemeinde;bezirk;nationalitaet;konfession;anzahl_personen;prozent_personen
Seltisberg;Bezirk Liestal;Ausland;Evangelisch-reformiert;10;3.3005043170596465e-5
Seltisberg;Bezirk Liestal;Ausland;Römisch-katholisch;30;9.90151295117894e-5
Seltisberg;Bezirk Liestal;Ausland;Unbekannt;80;2.640403453647717e-4
Ziefen;Bezirk Liestal;Schweiz;Evangelisch-reformiert;765;0.00252488580255063
Ziefen;Bezirk Liestal;Schweiz;Römisch-katholisch;170;5.610857339001399e-4
Ziefen;Bezirk Liestal;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Ziefen;Bezirk Liestal;Schweiz;Unbekannt;557;0.0018383809046022231
Ziefen;Bezirk Liestal;Ausland;Evangelisch-reformiert;14;4.6207060438835055e-5
Ziefen;Bezirk Liestal;Ausland;Römisch-katholisch;27;8.911361656061047e-5
Ziefen;Bezirk Liestal;Ausland;Christkatholisch;1;3.3005043170596467e-6
Ziefen;Bezirk Liestal;Ausland;Unbekannt;156;5.148786734613049e-4
Anwil;Bezirk Sissach;Schweiz;Evangelisch-reformiert;265;8.746336440208064e-4
Anwil;Bezirk Sissach;Schweiz;Römisch-katholisch;40;1.3202017268238586e-4
Anwil;Bezirk Sissach;Schweiz;Christkatholisch;4;1.3202017268238587e-5
Anwil;Bezirk Sissach;Schweiz;Unbekannt;200;6.601008634119294e-4
Anwil;Bezirk Sissach;Ausland;Evangelisch-reformiert;4;1.3202017268238587e-5
Anwil;Bezirk Sissach;Ausland;Römisch-katholisch;10;3.3005043170596465e-5
Anwil;Bezirk Sissach;Ausland;Unbekannt;28;9.241412087767011e-5
Böckten;Bezirk Sissach;Schweiz;Evangelisch-reformiert;367;0.0012112850843608903
Böckten;Bezirk Sissach;Schweiz;Römisch-katholisch;95;3.1354791012066645e-4
Böckten;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Böckten;Bezirk Sissach;Schweiz;Unbekannt;274;9.043381828743432e-4
Böckten;Bezirk Sissach;Ausland;Evangelisch-reformiert;14;4.6207060438835055e-5
Böckten;Bezirk Sissach;Ausland;Römisch-katholisch;23;7.591159929237187e-5
Böckten;Bezirk Sissach;Ausland;Unbekannt;100;3.300504317059647e-4
Buckten;Bezirk Sissach;Schweiz;Evangelisch-reformiert;293;9.670477648984764e-4
Buckten;Bezirk Sissach;Schweiz;Römisch-katholisch;60;1.980302590235788e-4
Buckten;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Buckten;Bezirk Sissach;Schweiz;Unbekannt;222;7.327119583872416e-4
Buckten;Bezirk Sissach;Ausland;Evangelisch-reformiert;14;4.6207060438835055e-5
Buckten;Bezirk Sissach;Ausland;Römisch-katholisch;23;7.591159929237187e-5
Buckten;Bezirk Sissach;Ausland;Christkatholisch;6;1.9803025902357882e-5
Buckten;Bezirk Sissach;Ausland;Unbekannt;112;3.6965648351068044e-4
Buus;Bezirk Sissach;Schweiz;Evangelisch-reformiert;541;0.0017855728355292688
Buus;Bezirk Sissach;Schweiz;Römisch-katholisch;95;3.1354791012066645e-4
Buus;Bezirk Sissach;Schweiz;Christkatholisch;6;1.9803025902357882e-5
Buus;Bezirk Sissach;Schweiz;Unbekannt;323;0.001066062894410266
Buus;Bezirk Sissach;Ausland;Evangelisch-reformiert;7;2.3103530219417528e-5
Buus;Bezirk Sissach;Ausland;Römisch-katholisch;26;8.581311224355081e-5
Buus;Bezirk Sissach;Ausland;Unbekannt;139;4.587701000712909e-4
Diepflingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;319;0.0010528608771420273
Diepflingen;Bezirk Sissach;Schweiz;Römisch-katholisch;94;3.102474058036068e-4
Diepflingen;Bezirk Sissach;Schweiz;Christkatholisch;4;1.3202017268238587e-5
Diepflingen;Bezirk Sissach;Schweiz;Unbekannt;264;8.713331397037467e-4
Diepflingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;10;3.3005043170596465e-5
Diepflingen;Bezirk Sissach;Ausland;Römisch-katholisch;49;1.6172471153592268e-4
Diepflingen;Bezirk Sissach;Ausland;Unbekannt;100;3.300504317059647e-4
Gelterkinden;Bezirk Sissach;Schweiz;Evangelisch-reformiert;2496;0.008238058775380879
Gelterkinden;Bezirk Sissach;Schweiz;Römisch-katholisch;731;0.0024126686557706016
Gelterkinden;Bezirk Sissach;Schweiz;Christkatholisch;7;2.3103530219417528e-5
Gelterkinden;Bezirk Sissach;Schweiz;Unbekannt;1930;0.006369973331925118
Gelterkinden;Bezirk Sissach;Ausland;Evangelisch-reformiert;71;2.3433580651123492e-4
Gelterkinden;Bezirk Sissach;Ausland;Römisch-katholisch;252;8.317270878990309e-4
Gelterkinden;Bezirk Sissach;Ausland;Christkatholisch;1;3.3005043170596467e-6
Gelterkinden;Bezirk Sissach;Ausland;Unbekannt;973;0.003211390700499036
Häfelfingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;123;4.0596203099833655e-4
Häfelfingen;Bezirk Sissach;Schweiz;Römisch-katholisch;20;6.601008634119293e-5
Häfelfingen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Häfelfingen;Bezirk Sissach;Schweiz;Unbekannt;73;2.409368151453542e-4
Häfelfingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;10;3.3005043170596465e-5
Häfelfingen;Bezirk Sissach;Ausland;Römisch-katholisch;8;2.6404034536477173e-5
Häfelfingen;Bezirk Sissach;Ausland;Unbekannt;16;5.280806907295435e-5
Hemmiken;Bezirk Sissach;Schweiz;Evangelisch-reformiert;142;4.6867161302246985e-4
Hemmiken;Bezirk Sissach;Schweiz;Römisch-katholisch;22;7.261109497531223e-5
Hemmiken;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Hemmiken;Bezirk Sissach;Schweiz;Unbekannt;83;2.739418583159507e-4
Hemmiken;Bezirk Sissach;Ausland;Evangelisch-reformiert;1;3.3005043170596467e-6
Hemmiken;Bezirk Sissach;Ausland;Römisch-katholisch;2;6.601008634119293e-6
Hemmiken;Bezirk Sissach;Ausland;Unbekannt;16;5.280806907295435e-5
Itingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;739;0.002439072690307079
Itingen;Bezirk Sissach;Schweiz;Römisch-katholisch;277;9.142396958255222e-4
Itingen;Bezirk Sissach;Schweiz;Christkatholisch;3;9.901512951178941e-6
Itingen;Bezirk Sissach;Schweiz;Unbekannt;919;0.0030331634673778154
Itingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;14;4.6207060438835055e-5
Itingen;Bezirk Sissach;Ausland;Römisch-katholisch;164;5.412827079977821e-4
Itingen;Bezirk Sissach;Ausland;Christkatholisch;2;6.601008634119293e-6
Itingen;Bezirk Sissach;Ausland;Unbekannt;361;0.0011914820584585325
Känerkinden;Bezirk Sissach;Schweiz;Evangelisch-reformiert;239;7.888205317772556e-4
Känerkinden;Bezirk Sissach;Schweiz;Römisch-katholisch;42;1.3862118131650517e-4
Känerkinden;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Känerkinden;Bezirk Sissach;Schweiz;Unbekannt;175;5.775882554854382e-4
Känerkinden;Bezirk Sissach;Ausland;Evangelisch-reformiert;6;1.9803025902357882e-5
Känerkinden;Bezirk Sissach;Ausland;Römisch-katholisch;16;5.280806907295435e-5
Känerkinden;Bezirk Sissach;Ausland;Unbekannt;52;1.7162622448710162e-4
Kilchberg (BL);Bezirk Sissach;Schweiz;Evangelisch-reformiert;97;3.201489187547857e-4
Kilchberg (BL);Bezirk Sissach;Schweiz;Römisch-katholisch;14;4.6207060438835055e-5
Kilchberg (BL);Bezirk Sissach;Schweiz;Christkatholisch;2;6.601008634119293e-6
Kilchberg (BL);Bezirk Sissach;Schweiz;Unbekannt;47;1.551237029018034e-4
Kilchberg (BL);Bezirk Sissach;Ausland;Evangelisch-reformiert;1;3.3005043170596467e-6
Kilchberg (BL);Bezirk Sissach;Ausland;Römisch-katholisch;4;1.3202017268238587e-5
Kilchberg (BL);Bezirk Sissach;Ausland;Unbekannt;12;3.9606051804715763e-5
Läufelfingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;511;0.0016865577060174795
Läufelfingen;Bezirk Sissach;Schweiz;Römisch-katholisch;170;5.610857339001399e-4
Läufelfingen;Bezirk Sissach;Schweiz;Christkatholisch;3;9.901512951178941e-6
Läufelfingen;Bezirk Sissach;Schweiz;Unbekannt;518;0.001709661236236897
Läufelfingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;7;2.3103530219417528e-5
Läufelfingen;Bezirk Sissach;Ausland;Römisch-katholisch;51;1.68325720170042e-4
Läufelfingen;Bezirk Sissach;Ausland;Christkatholisch;1;3.3005043170596467e-6
Läufelfingen;Bezirk Sissach;Ausland;Unbekannt;158;5.214796820954241e-4
Maisprach;Bezirk Sissach;Schweiz;Evangelisch-reformiert;409;0.0013499062656773956
Maisprach;Bezirk Sissach;Schweiz;Römisch-katholisch;87;2.8714387558418926e-4
Maisprach;Bezirk Sissach;Schweiz;Christkatholisch;6;1.9803025902357882e-5
Maisprach;Bezirk Sissach;Schweiz;Unbekannt;288;9.505452433131782e-4
Maisprach;Bezirk Sissach;Ausland;Evangelisch-reformiert;16;5.280806907295435e-5
Maisprach;Bezirk Sissach;Ausland;Römisch-katholisch;14;4.6207060438835055e-5
Maisprach;Bezirk Sissach;Ausland;Christkatholisch;1;3.3005043170596467e-6
Maisprach;Bezirk Sissach;Ausland;Unbekannt;151;4.983761518760067e-4
Nusshof;Bezirk Sissach;Schweiz;Evangelisch-reformiert;89;2.9374488421830857e-4
Nusshof;Bezirk Sissach;Schweiz;Römisch-katholisch;32;1.056161381459087e-4
Nusshof;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Nusshof;Bezirk Sissach;Schweiz;Unbekannt;121;3.9936102236421724e-4
Nusshof;Bezirk Sissach;Ausland;Evangelisch-reformiert;4;1.3202017268238587e-5
Nusshof;Bezirk Sissach;Ausland;Römisch-katholisch;4;1.3202017268238587e-5
Nusshof;Bezirk Sissach;Ausland;Christkatholisch;1;3.3005043170596467e-6
Nusshof;Bezirk Sissach;Ausland;Unbekannt;35;1.1551765109708763e-4
Oltingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;288;9.505452433131782e-4
Oltingen;Bezirk Sissach;Schweiz;Römisch-katholisch;33;1.0891664246296834e-4
Oltingen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Oltingen;Bezirk Sissach;Schweiz;Unbekannt;172;5.676867425342592e-4
Oltingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;3;9.901512951178941e-6
Oltingen;Bezirk Sissach;Ausland;Römisch-katholisch;7;2.3103530219417528e-5
Oltingen;Bezirk Sissach;Ausland;Unbekannt;32;1.056161381459087e-4
Ormalingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;1125;0.0037130673566921025
Ormalingen;Bezirk Sissach;Schweiz;Römisch-katholisch;250;8.251260792649117e-4
Ormalingen;Bezirk Sissach;Schweiz;Christkatholisch;4;1.3202017268238587e-5
Ormalingen;Bezirk Sissach;Schweiz;Unbekannt;686;0.0022641459615029176
Ormalingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;16;5.280806907295435e-5
Ormalingen;Bezirk Sissach;Ausland;Römisch-katholisch;80;2.640403453647717e-4
Ormalingen;Bezirk Sissach;Ausland;Christkatholisch;11;3.6305547487656114e-5
Ormalingen;Bezirk Sissach;Ausland;Unbekannt;238;7.85520027460196e-4
Rickenbach (BL);Bezirk Sissach;Schweiz;Evangelisch-reformiert;274;9.043381828743432e-4
Rickenbach (BL);Bezirk Sissach;Schweiz;Römisch-katholisch;77;2.541388324135928e-4
Rickenbach (BL);Bezirk Sissach;Schweiz;Christkatholisch;2;6.601008634119293e-6
Rickenbach (BL);Bezirk Sissach;Schweiz;Unbekannt;163;5.379822036807225e-4
Rickenbach (BL);Bezirk Sissach;Ausland;Evangelisch-reformiert;4;1.3202017268238587e-5
Rickenbach (BL);Bezirk Sissach;Ausland;Römisch-katholisch;15;4.95075647558947e-5
Rickenbach (BL);Bezirk Sissach;Ausland;Unbekannt;37;1.2211865973120692e-4
Rothenfluh;Bezirk Sissach;Schweiz;Evangelisch-reformiert;375;0.0012376891188973676
Rothenfluh;Bezirk Sissach;Schweiz;Römisch-katholisch;56;1.8482824175534022e-4
Rothenfluh;Bezirk Sissach;Schweiz;Unbekannt;250;8.251260792649117e-4
Rothenfluh;Bezirk Sissach;Ausland;Evangelisch-reformiert;4;1.3202017268238587e-5
Rothenfluh;Bezirk Sissach;Ausland;Römisch-katholisch;21;6.931059065825259e-5
Rothenfluh;Bezirk Sissach;Ausland;Unbekannt;91;3.0034589285242783e-4
Rümlingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;156;5.148786734613049e-4
Rümlingen;Bezirk Sissach;Schweiz;Römisch-katholisch;46;1.5182319858474374e-4
Rümlingen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Rümlingen;Bezirk Sissach;Schweiz;Unbekannt;141;4.653711087054102e-4
Rümlingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;3;9.901512951178941e-6
Rümlingen;Bezirk Sissach;Ausland;Römisch-katholisch;18;5.940907770707364e-5
Rümlingen;Bezirk Sissach;Ausland;Christkatholisch;2;6.601008634119293e-6
Rümlingen;Bezirk Sissach;Ausland;Unbekannt;71;2.3433580651123492e-4
Rünenberg;Bezirk Sissach;Schweiz;Evangelisch-reformiert;370;0.0012211865973120694
Rünenberg;Bezirk Sissach;Schweiz;Römisch-katholisch;86;2.838433712671296e-4
Rünenberg;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Rünenberg;Bezirk Sissach;Schweiz;Unbekannt;259;8.548306181184485e-4
Rünenberg;Bezirk Sissach;Ausland;Evangelisch-reformiert;7;2.3103530219417528e-5
Rünenberg;Bezirk Sissach;Ausland;Römisch-katholisch;15;4.95075647558947e-5
Rünenberg;Bezirk Sissach;Ausland;Unbekannt;59;1.9472975470651916e-4
Sissach;Bezirk Sissach;Schweiz;Evangelisch-reformiert;2535;0.008366778443746205
Sissach;Bezirk Sissach;Schweiz;Römisch-katholisch;781;0.002577693871623584
Sissach;Bezirk Sissach;Schweiz;Christkatholisch;20;6.601008634119293e-5
Sissach;Bezirk Sissach;Schweiz;Unbekannt;2287;0.007548253373115412
Sissach;Bezirk Sissach;Ausland;Evangelisch-reformiert;61;2.0133076334063845e-4
Sissach;Bezirk Sissach;Ausland;Römisch-katholisch;293;9.670477648984764e-4
Sissach;Bezirk Sissach;Ausland;Christkatholisch;2;6.601008634119293e-6
Sissach;Bezirk Sissach;Ausland;Unbekannt;920;0.003036463971694875
Tecknau;Bezirk Sissach;Schweiz;Evangelisch-reformiert;225;7.426134713384205e-4
Tecknau;Bezirk Sissach;Schweiz;Römisch-katholisch;77;2.541388324135928e-4
Tecknau;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Tecknau;Bezirk Sissach;Schweiz;Unbekannt;245;8.086235576796135e-4
Tecknau;Bezirk Sissach;Ausland;Evangelisch-reformiert;18;5.940907770707364e-5
Tecknau;Bezirk Sissach;Ausland;Römisch-katholisch;40;1.3202017268238586e-4
Tecknau;Bezirk Sissach;Ausland;Christkatholisch;1;3.3005043170596467e-6
Tecknau;Bezirk Sissach;Ausland;Unbekannt;227;7.492144799725398e-4
Tenniken;Bezirk Sissach;Schweiz;Evangelisch-reformiert;449;0.0014819264383597814
Tenniken;Bezirk Sissach;Schweiz;Römisch-katholisch;76;2.5083832809653315e-4
Tenniken;Bezirk Sissach;Schweiz;Unbekannt;291;9.604467562643572e-4
Tenniken;Bezirk Sissach;Ausland;Evangelisch-reformiert;13;4.2906556121775406e-5
Tenniken;Bezirk Sissach;Ausland;Römisch-katholisch;26;8.581311224355081e-5
Tenniken;Bezirk Sissach;Ausland;Unbekannt;89;2.9374488421830857e-4
Thürnen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;521;0.001719562749188076
Thürnen;Bezirk Sissach;Schweiz;Römisch-katholisch;148;4.884746389248277e-4
Thürnen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Thürnen;Bezirk Sissach;Schweiz;Unbekannt;445;0.0014687244210915427
Thürnen;Bezirk Sissach;Ausland;Evangelisch-reformiert;9;2.970453885353682e-5
Thürnen;Bezirk Sissach;Ausland;Römisch-katholisch;87;2.8714387558418926e-4
Thürnen;Bezirk Sissach;Ausland;Christkatholisch;3;9.901512951178941e-6
Thürnen;Bezirk Sissach;Ausland;Unbekannt;256;8.449291051672695e-4
Wenslingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;384;0.0012673936577509044
Wenslingen;Bezirk Sissach;Schweiz;Römisch-katholisch;53;1.7492672880416128e-4
Wenslingen;Bezirk Sissach;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Wenslingen;Bezirk Sissach;Schweiz;Unbekannt;233;7.690175058748977e-4
Wenslingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;4;1.3202017268238587e-5
Wenslingen;Bezirk Sissach;Ausland;Römisch-katholisch;3;9.901512951178941e-6
Wenslingen;Bezirk Sissach;Ausland;Unbekannt;51;1.68325720170042e-4
Wintersingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;269;8.878356612890449e-4
Wintersingen;Bezirk Sissach;Schweiz;Römisch-katholisch;55;1.8152773743828056e-4
Wintersingen;Bezirk Sissach;Schweiz;Christkatholisch;9;2.970453885353682e-5
Wintersingen;Bezirk Sissach;Schweiz;Unbekannt;200;6.601008634119294e-4
Wintersingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;5;1.6502521585298232e-5
Wintersingen;Bezirk Sissach;Ausland;Römisch-katholisch;22;7.261109497531223e-5
Wintersingen;Bezirk Sissach;Ausland;Unbekannt;48;1.5842420721886305e-4
Wittinsburg;Bezirk Sissach;Schweiz;Evangelisch-reformiert;264;8.713331397037467e-4
Wittinsburg;Bezirk Sissach;Schweiz;Römisch-katholisch;22;7.261109497531223e-5
Wittinsburg;Bezirk Sissach;Schweiz;Unbekannt;137;4.521690914371716e-4
Wittinsburg;Bezirk Sissach;Ausland;Evangelisch-reformiert;1;3.3005043170596467e-6
Wittinsburg;Bezirk Sissach;Ausland;Römisch-katholisch;5;1.6502521585298232e-5
Wittinsburg;Bezirk Sissach;Ausland;Unbekannt;36;1.1881815541414728e-4
Zeglingen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;294;9.703482692155361e-4
Zeglingen;Bezirk Sissach;Schweiz;Römisch-katholisch;36;1.1881815541414728e-4
Zeglingen;Bezirk Sissach;Schweiz;Unbekannt;143;4.719721173395295e-4
Zeglingen;Bezirk Sissach;Ausland;Evangelisch-reformiert;2;6.601008634119293e-6
Zeglingen;Bezirk Sissach;Ausland;Römisch-katholisch;3;9.901512951178941e-6
Zeglingen;Bezirk Sissach;Ausland;Unbekannt;45;1.485226942676841e-4
Zunzgen;Bezirk Sissach;Schweiz;Evangelisch-reformiert;1007;0.0033236078472790643
Zunzgen;Bezirk Sissach;Schweiz;Römisch-katholisch;318;0.0010495603728249677
Zunzgen;Bezirk Sissach;Schweiz;Christkatholisch;3;9.901512951178941e-6
Zunzgen;Bezirk Sissach;Schweiz;Unbekannt;892;0.0029440498508172047
Zunzgen;Bezirk Sissach;Ausland;Evangelisch-reformiert;22;7.261109497531223e-5
Zunzgen;Bezirk Sissach;Ausland;Römisch-katholisch;163;5.379822036807225e-4
Zunzgen;Bezirk Sissach;Ausland;Unbekannt;411;0.0013565072743115148
Arboldswil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;306;0.0010099543210202518
Arboldswil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;33;1.0891664246296834e-4
Arboldswil;Bezirk Waldenburg;Schweiz;Unbekannt;199;6.568003590948696e-4
Arboldswil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;6;1.9803025902357882e-5
Arboldswil;Bezirk Waldenburg;Ausland;Römisch-katholisch;10;3.3005043170596465e-5
Arboldswil;Bezirk Waldenburg;Ausland;Unbekannt;53;1.7492672880416128e-4
Bennwil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;377;0.0012442901275314868
Bennwil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;69;2.277347978771156e-4
Bennwil;Bezirk Waldenburg;Schweiz;Christkatholisch;1;3.3005043170596467e-6
Bennwil;Bezirk Waldenburg;Schweiz;Unbekannt;182;6.006917857048557e-4
Bennwil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;5;1.6502521585298232e-5
Bennwil;Bezirk Waldenburg;Ausland;Römisch-katholisch;6;1.9803025902357882e-5
Bennwil;Bezirk Waldenburg;Ausland;Unbekannt;50;1.6502521585298234e-4
Bretzwil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;317;0.001046259868507908
Bretzwil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;81;2.673408496818314e-4
Bretzwil;Bezirk Waldenburg;Schweiz;Unbekannt;280;9.241412087767011e-4
Bretzwil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;8;2.6404034536477173e-5
Bretzwil;Bezirk Waldenburg;Ausland;Römisch-katholisch;9;2.970453885353682e-5
Bretzwil;Bezirk Waldenburg;Ausland;Unbekannt;51;1.68325720170042e-4
Diegten;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;689;0.0022740474744540966
Diegten;Bezirk Waldenburg;Schweiz;Römisch-katholisch;155;5.115781691442452e-4
Diegten;Bezirk Waldenburg;Schweiz;Christkatholisch;5;1.6502521585298232e-5
Diegten;Bezirk Waldenburg;Schweiz;Unbekannt;570;0.0018812874607239986
Diegten;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;15;4.95075647558947e-5
Diegten;Bezirk Waldenburg;Ausland;Römisch-katholisch;46;1.5182319858474374e-4
Diegten;Bezirk Waldenburg;Ausland;Christkatholisch;5;1.6502521585298232e-5
Diegten;Bezirk Waldenburg;Ausland;Unbekannt;184;6.07292794338975e-4
Eptingen;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;262;8.647321310696275e-4
Eptingen;Bezirk Waldenburg;Schweiz;Römisch-katholisch;58;1.914292503894595e-4
Eptingen;Bezirk Waldenburg;Schweiz;Christkatholisch;2;6.601008634119293e-6
Eptingen;Bezirk Waldenburg;Schweiz;Unbekannt;158;5.214796820954241e-4
Eptingen;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;5;1.6502521585298232e-5
Eptingen;Bezirk Waldenburg;Ausland;Römisch-katholisch;16;5.280806907295435e-5
Eptingen;Bezirk Waldenburg;Ausland;Christkatholisch;1;3.3005043170596467e-6
Eptingen;Bezirk Waldenburg;Ausland;Unbekannt;58;1.914292503894595e-4
Hölstein;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;931;0.003072769519182531
Hölstein;Bezirk Waldenburg;Schweiz;Römisch-katholisch;311;0.00102645684260555
Hölstein;Bezirk Waldenburg;Schweiz;Christkatholisch;6;1.9803025902357882e-5
Hölstein;Bezirk Waldenburg;Schweiz;Unbekannt;854;0.002818630686768938
Hölstein;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;35;1.1551765109708763e-4
Hölstein;Bezirk Waldenburg;Ausland;Römisch-katholisch;125;4.1256303963245586e-4
Hölstein;Bezirk Waldenburg;Ausland;Unbekannt;411;0.0013565072743115148
Lampenberg;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;292;9.637472605814168e-4
Lampenberg;Bezirk Waldenburg;Schweiz;Römisch-katholisch;81;2.673408496818314e-4
Lampenberg;Bezirk Waldenburg;Schweiz;Unbekannt;159;5.247801864124838e-4
Lampenberg;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;5;1.6502521585298232e-5
Lampenberg;Bezirk Waldenburg;Ausland;Römisch-katholisch;10;3.3005043170596465e-5
Lampenberg;Bezirk Waldenburg;Ausland;Unbekannt;37;1.2211865973120692e-4
Langenbruck;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;323;0.001066062894410266
Langenbruck;Bezirk Waldenburg;Schweiz;Römisch-katholisch;108;3.5645446624244187e-4
Langenbruck;Bezirk Waldenburg;Schweiz;Christkatholisch;5;1.6502521585298232e-5
Langenbruck;Bezirk Waldenburg;Schweiz;Unbekannt;346;0.0011419744937026378
Langenbruck;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;13;4.2906556121775406e-5
Langenbruck;Bezirk Waldenburg;Ausland;Römisch-katholisch;49;1.6172471153592268e-4
Langenbruck;Bezirk Waldenburg;Ausland;Christkatholisch;2;6.601008634119293e-6
Langenbruck;Bezirk Waldenburg;Ausland;Unbekannt;154;5.082776648271856e-4
Lauwil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;150;4.95075647558947e-4
Lauwil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;24;7.921210360943153e-5
Lauwil;Bezirk Waldenburg;Schweiz;Unbekannt;119;3.92760013730098e-4
Lauwil;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;3;9.901512951178941e-6
Lauwil;Bezirk Waldenburg;Ausland;Römisch-katholisch;2;6.601008634119293e-6
Lauwil;Bezirk Waldenburg;Ausland;Christkatholisch;1;3.3005043170596467e-6
Lauwil;Bezirk Waldenburg;Ausland;Unbekannt;26;8.581311224355081e-5
Liedertswil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;88;2.904443799012489e-4
Liedertswil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;19;6.270958202413329e-5
Liedertswil;Bezirk Waldenburg;Schweiz;Unbekannt;32;1.056161381459087e-4
Liedertswil;Bezirk Waldenburg;Ausland;Römisch-katholisch;3;9.901512951178941e-6
Liedertswil;Bezirk Waldenburg;Ausland;Unbekannt;11;3.6305547487656114e-5
Niederdorf;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;587;0.0019373960341140127
Niederdorf;Bezirk Waldenburg;Schweiz;Römisch-katholisch;242;7.987220447284345e-4
Niederdorf;Bezirk Waldenburg;Schweiz;Christkatholisch;2;6.601008634119293e-6
Niederdorf;Bezirk Waldenburg;Schweiz;Unbekannt;491;0.0016205476196762866
Niederdorf;Bezirk Waldenburg;Ausland;Evangelisch-reformiert;13;4.2906556121775406e-5
Niederdorf;Bezirk Waldenburg;Ausland;Römisch-katholisch;152;5.016766561930663e-4
Niederdorf;Bezirk Waldenburg;Ausland;Christkatholisch;2;6.601008634119293e-6
Niederdorf;Bezirk Waldenburg;Ausland;Unbekannt;316;0.0010429593641908483
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;924;0.0030496659889631137
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Römisch-katholisch;312;0.0010297573469226098
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Christkatholisch;4;1.3202017268238587e-5
Oberdorf (BL);Bezirk Waldenburg;Schweiz;Unbekannt;690;0.002277347978771156
Oberdorf (BL);Bezirk Waldenburg;Ausland;Evangelisch-reformiert;25;8.251260792649117e-5
Oberdorf (BL);Bezirk Waldenburg;Ausland;Römisch-katholisch;154;5.082776648271856e-4
Oberdorf (BL);Bezirk Waldenburg;Ausland;Christkatholisch;1;3.3005043170596467e-6
Oberdorf (BL);Bezirk Waldenburg;Ausland;Unbekannt;493;0.0016271486283104058
Reigoldswil;Bezirk Waldenburg;Schweiz;Evangelisch-reformiert;721;0.002379663612600005
Reigoldswil;Bezirk Waldenburg;Schweiz;Römisch-katholisch;121;3.9936102236421724e-4
