erhebungsjahr;bfs_gemeindenummer;gemeinde;energietraeger_bezeichnung;co2_absolut_tonnen;co2_kg_pro_person
2022;2869;Zunzgen;Heizöl;3247.17154;1.1842346973012399
2022;2881;Arboldswil;Heizöl;529.01014;0.8905894612794613
2022;2882;Bennwil;Heizöl;526.74959;0.7932975753012048
2022;2883;Bretzwil;Heizöl;1050.67661;1.3990367643142476
2022;2884;Diegten;Heizöl;1643.28546;0.9929217280966768
2022;2885;Eptingen;Heizöl;1210.32585;2.1807672972972973
2022;2886;Hölstein;Heizöl;4038.91347;1.5172477347858753
2022;2887;Lampenberg;Heizöl;427.52502;0.7787340983606557
2022;2888;Langenbruck;Heizöl;1718.41275;1.7624746153846154
2022;2889;Lauwil;Heizöl;285.06463;0.8936195297805644
2022;2890;Liedertswil;Heizöl;90.09423;0.5850274675324675
2022;2891;Niederdorf;Heizöl;3086.24385;1.688317204595186
2022;2892;Oberdorf;Heizöl;3495.61571;1.4129408690379952
2022;2893;Reigoldswil;Heizöl;2002.52772;1.2586597862979259
2022;2894;Titterten;Heizöl;344.15634;0.8136083687943263
2022;2895;Waldenburg;Heizöl;2937.84616;2.6160695992876226
